student_row_id,attendance,assignment_score,internal_marks,previous_semester_marks,study_hours,quiz_score,participation,assignment_completion,final_result
374,90.7,73.7,74.3,89.6,4.36,65.2,91.0,84.0,Good
375,81.9,58.1,48.5,59.8,1.42,61.3,76.1,64.1,Average
376,70.2,77.5,69.5,29.7,3.02,64.1,59.8,64.9,Average
377,61.0,40.9,43.4,47.9,0.0,34.7,60.6,67.4,Poor
378,55.1,23.0,46.9,73.6,0.88,35.3,47.9,59.4,Poor
379,48.3,62.1,30.9,52.9,2.26,49.8,40.4,47.6,Poor
380,35.2,57.0,20.2,47.3,0.0,40.2,64.4,60.0,Poor
381,48.9,54.1,26.2,32.8,2.49,39.8,61.9,53.9,Poor
382,65.4,69.0,48.8,68.3,2.8,41.4,44.9,66.3,Average
383,100.0,92.2,79.7,69.9,5.18,85.3,90.7,95.7,Good
384,38.8,45.2,42.0,54.5,1.24,51.5,52.1,85.2,Poor
385,72.7,49.0,59.6,53.7,2.65,76.7,35.6,71.5,Average
386,69.0,68.8,80.1,71.4,2.76,67.1,60.6,77.3,Average
387,93.8,97.1,68.4,84.5,5.68,61.7,65.8,71.6,Good
388,66.1,44.9,68.6,77.1,2.15,72.5,81.0,87.1,Average
389,91.6,89.1,73.7,94.3,2.48,64.9,82.7,99.4,Good
390,48.5,48.3,44.4,28.0,0.35,37.3,16.5,55.7,Poor
391,75.9,70.2,55.2,54.2,2.18,52.1,70.9,65.2,Average
392,64.5,58.0,54.0,50.3,4.64,76.6,85.0,54.1,Average
393,58.1,38.1,48.3,61.3,0.66,69.2,36.2,55.5,Average
394,66.5,70.0,58.0,54.4,1.03,42.7,54.9,72.1,Average
395,54.5,41.4,47.0,58.3,1.65,33.5,52.7,46.1,Poor
396,57.1,59.2,54.9,69.9,1.14,70.3,77.8,79.0,Average
397,54.4,66.6,43.0,70.4,2.2,66.6,48.8,86.6,Average
398,63.1,49.5,42.3,63.7,1.77,63.4,24.9,54.5,Poor
399,78.2,50.0,76.3,64.9,1.89,63.6,36.9,75.3,Average
400,46.4,47.6,45.2,52.7,0.0,51.1,7.8,46.2,Poor
401,41.0,55.1,36.3,44.7,0.79,34.5,42.9,52.0,Poor
402,73.8,55.1,46.0,64.8,3.51,67.2,60.0,62.3,Average
403,86.5,83.6,92.3,68.0,4.72,76.7,80.3,100.0,Good
404,95.7,75.6,77.2,80.1,3.85,98.7,85.9,96.6,Good
405,75.6,66.4,62.1,48.9,3.9,81.9,38.1,56.7,Average
406,50.4,46.1,40.6,30.8,0.56,50.3,47.2,57.4,Poor
407,92.7,48.7,76.9,74.6,1.23,73.1,64.4,67.0,Average
408,57.1,54.4,61.7,63.0,1.06,88.5,79.7,77.8,Average
409,76.9,62.2,61.6,65.6,2.39,37.6,57.0,58.9,Average
410,75.4,100.0,65.3,69.4,3.19,90.8,76.5,100.0,Good
411,51.8,36.7,48.0,37.4,2.53,40.6,35.6,48.4,Poor
412,83.7,46.7,74.4,74.4,1.1,57.5,45.6,67.2,Average
413,64.9,57.4,52.9,52.8,2.23,54.1,68.9,89.3,Average
414,58.2,41.6,55.1,30.7,0.39,32.4,57.0,68.2,Poor
415,100.0,88.1,79.1,62.6,2.71,77.6,72.7,88.3,Good
416,80.8,75.1,49.3,62.6,1.52,48.2,57.2,66.0,Average
417,85.7,79.8,78.2,76.6,5.22,81.6,88.8,89.3,Good
418,64.2,65.3,39.3,71.6,0.58,78.5,55.7,67.2,Average
419,73.5,94.8,70.9,68.1,4.48,93.6,67.8,90.6,Good
420,58.7,55.0,43.8,46.3,1.57,41.2,61.1,66.8,Poor
421,74.4,58.6,36.2,60.5,3.87,72.2,72.6,86.1,Average
422,84.5,62.2,66.2,64.9,2.15,70.9,70.3,47.3,Average
423,97.7,70.7,80.5,69.3,5.87,64.2,73.3,93.4,Good
424,93.8,96.6,81.2,84.8,4.07,96.8,71.9,100.0,Good
425,71.1,44.1,60.9,30.1,1.73,35.2,24.6,58.1,Poor
426,81.7,59.8,62.0,76.6,0.88,46.6,52.4,83.5,Average
427,73.8,83.0,54.9,82.0,3.15,68.1,63.0,66.8,Average
428,70.6,72.4,65.3,53.7,1.95,53.2,74.0,70.3,Average
429,57.2,44.4,42.4,56.2,0.26,67.3,19.3,46.6,Poor
430,62.8,42.8,49.9,53.6,1.6,34.1,44.9,60.1,Poor
431,69.7,62.3,62.3,67.3,3.26,54.9,44.4,56.5,Average
432,82.1,76.7,75.5,81.7,4.93,74.7,79.7,100.0,Good
433,65.1,54.2,45.3,43.4,1.13,6.0,45.7,48.2,Poor
434,56.5,57.5,76.1,51.2,1.79,67.1,70.2,66.7,Average
435,46.0,34.4,49.2,36.9,1.29,38.2,19.8,23.8,Poor
436,83.8,84.6,63.1,61.5,3.19,78.7,83.7,100.0,Good
437,80.5,87.2,72.9,84.0,4.48,64.3,98.6,100.0,Good
438,49.1,36.8,42.9,36.0,0.82,48.1,47.5,42.4,Poor
439,75.1,92.6,42.8,61.6,3.0,63.4,58.5,53.1,Average
440,84.7,69.7,64.8,89.8,3.55,84.8,79.4,94.3,Good
441,47.7,70.7,45.6,56.2,0.65,48.4,47.0,28.5,Poor
442,95.7,80.2,78.8,66.0,4.17,77.8,83.9,82.6,Good
443,92.9,90.4,72.7,48.5,3.44,85.3,62.3,91.7,Good
444,73.0,88.0,71.7,83.3,3.13,61.1,60.5,90.4,Good
445,78.1,78.1,43.4,65.5,1.75,61.1,64.5,63.7,Average
446,94.5,69.6,73.2,82.4,2.49,88.8,77.1,86.6,Good
447,74.3,70.1,74.9,63.1,2.64,57.7,63.5,65.5,Average
448,74.3,95.9,72.9,100.0,3.41,83.0,98.5,100.0,Good
449,80.1,79.0,70.2,49.5,2.08,61.9,67.8,78.7,Average
450,78.2,78.5,92.3,78.6,7.45,85.3,82.3,87.2,Good
451,90.7,84.9,79.1,74.4,2.22,76.4,75.9,82.8,Good
452,89.0,89.3,96.4,63.4,7.19,59.5,78.2,95.3,Good
453,83.8,94.0,79.7,65.1,3.2,88.5,71.2,91.9,Average
454,87.9,88.4,80.3,66.3,5.88,79.3,79.7,81.6,Good
455,98.7,68.5,85.6,84.7,3.78,96.1,78.2,91.1,Good
456,67.7,64.8,69.0,62.1,1.82,60.8,58.9,65.2,Average
457,53.6,51.7,38.7,63.2,1.58,44.5,24.3,36.6,Poor
458,75.2,63.5,40.2,33.8,1.51,45.0,47.6,57.7,Poor
459,73.1,71.1,63.5,80.6,1.62,64.1,50.3,52.8,Average
460,52.5,27.9,49.9,55.6,1.4,40.1,50.7,64.5,Poor
461,82.8,83.3,100.0,75.9,5.81,73.3,79.6,100.0,Good
462,89.1,87.7,86.8,64.6,2.05,95.1,84.0,83.3,Good
463,54.2,73.2,51.2,64.6,4.58,51.9,27.1,66.3,Average
464,69.6,53.4,56.5,44.2,1.87,47.4,30.6,59.5,Poor
465,80.2,59.0,61.7,55.0,4.21,58.5,83.8,80.6,Average
466,47.6,67.9,42.1,47.0,2.16,59.3,41.6,49.6,Poor
467,78.6,60.4,100.0,64.9,3.89,78.0,83.7,97.3,Good
468,43.8,43.3,47.1,61.8,1.74,33.8,75.3,58.7,Poor
469,46.4,34.5,41.9,40.5,1.92,21.7,43.6,62.8,Poor
470,93.6,88.9,78.9,67.1,4.31,73.6,91.7,88.7,Good
471,57.3,41.3,38.4,55.4,2.26,40.7,38.6,62.0,Poor
472,54.9,51.7,66.8,42.9,1.45,37.9,32.0,46.8,Poor
473,98.7,100.0,85.4,80.6,4.47,77.1,84.1,87.3,Good
474,80.6,53.8,68.2,59.1,3.23,38.6,58.7,62.2,Average
475,80.0,60.4,34.4,64.2,2.78,66.4,76.1,56.1,Average
476,75.7,61.6,53.8,52.2,2.89,75.5,51.7,76.0,Average
477,58.8,59.5,73.7,67.7,3.38,67.7,45.7,65.7,Average
478,76.3,70.6,74.7,92.4,2.73,56.4,59.7,47.0,Average
479,62.5,53.3,73.5,80.8,2.19,60.1,60.9,85.1,Average
480,87.9,70.4,88.0,63.6,4.49,59.4,64.1,91.8,Good
481,69.0,66.7,72.1,52.5,1.58,58.7,42.5,59.3,Average
482,52.9,52.6,53.3,50.2,1.79,43.2,27.6,69.8,Poor
483,54.4,53.9,48.5,23.1,0.19,55.2,41.3,47.7,Poor
484,73.3,58.2,64.6,79.5,3.06,49.4,58.6,59.5,Average
485,96.4,76.3,80.1,71.9,3.59,77.6,82.7,85.7,Good
486,57.8,74.8,57.7,63.6,4.07,71.9,56.5,58.4,Average
487,72.6,50.8,55.3,51.9,3.66,57.6,73.9,77.9,Average
488,31.3,72.5,48.5,37.7,1.34,46.1,34.3,57.8,Poor
489,69.5,48.2,37.8,43.4,1.93,37.0,33.3,51.9,Poor
490,75.7,62.3,70.4,82.9,2.15,51.3,74.4,68.4,Average
491,53.2,58.6,62.7,52.0,1.27,54.7,63.8,67.6,Average
492,84.0,72.3,77.1,95.8,2.28,63.3,97.7,88.1,Good
493,93.0,93.9,88.2,82.1,4.1,62.7,85.2,91.9,Good
494,76.5,65.5,63.1,54.7,3.07,66.6,66.4,63.2,Average
495,76.6,62.1,71.1,68.8,1.27,73.9,53.0,80.5,Average
496,100.0,91.7,78.9,93.3,4.31,71.5,98.3,94.9,Good
497,74.1,44.6,69.6,65.3,3.0,73.6,64.8,71.9,Average
498,95.9,84.0,100.0,68.1,3.02,74.4,54.5,85.3,Good
499,99.4,74.2,83.9,85.5,2.9,80.3,41.1,80.8,Good
500,59.7,63.4,68.5,81.8,3.08,59.3,46.7,86.0,Average
501,72.9,82.0,49.4,45.9,2.48,62.6,62.3,73.2,Average
502,65.4,65.9,68.0,78.0,3.07,70.7,61.1,88.3,Average
503,86.4,97.1,71.9,68.2,3.52,70.5,81.5,100.0,Good
504,88.7,67.9,90.0,71.6,2.02,76.3,98.0,97.7,Good
505,81.0,79.4,73.7,77.9,7.44,60.5,88.2,75.5,Good
506,67.8,18.9,16.4,41.0,2.19,25.2,3.9,63.0,Poor
507,57.0,57.2,25.6,50.6,2.04,39.0,52.1,94.4,Poor
508,70.8,44.3,57.0,63.0,2.48,50.7,76.5,58.7,Average
509,65.1,37.9,27.0,45.9,1.12,50.6,55.3,54.2,Poor
510,72.0,71.6,47.1,36.7,1.69,48.6,53.4,68.1,Average
511,55.2,60.7,65.1,66.9,1.74,62.4,27.7,61.4,Average
512,90.0,99.2,69.7,60.0,2.89,71.8,55.8,93.3,Average
513,63.3,82.9,59.9,79.5,3.05,60.5,53.2,65.6,Average
514,72.7,60.5,62.0,61.6,0.4,78.4,60.5,75.8,Average
515,57.4,23.0,51.6,40.4,2.93,34.7,21.0,48.4,Poor
516,98.0,70.6,85.7,65.4,3.33,100.0,77.7,92.0,Good
517,78.7,79.9,69.4,61.8,5.5,100.0,63.2,95.1,Good
518,61.6,41.4,57.0,41.0,0.5,34.9,20.0,61.6,Poor
519,100.0,86.8,79.4,78.3,5.06,69.7,76.9,75.0,Good
520,62.2,46.1,37.3,67.0,0.43,44.4,51.5,32.2,Poor
521,55.1,53.8,41.8,25.0,0.81,53.5,39.1,51.6,Average
522,85.8,72.0,72.7,85.3,4.9,70.2,81.2,96.8,Good
523,88.5,100.0,76.9,80.3,4.15,68.1,93.7,96.8,Good
524,90.1,64.9,82.6,86.2,1.41,85.1,94.7,79.1,Good
525,88.9,88.5,70.0,100.0,2.79,67.6,93.9,97.1,Good
526,67.5,32.0,40.8,37.7,1.54,58.8,35.2,21.5,Poor
527,76.1,54.2,63.6,66.9,1.92,63.9,47.5,67.3,Average
528,100.0,95.3,90.3,83.5,5.29,74.9,70.2,90.0,Good
529,75.3,85.2,60.5,58.2,2.28,58.7,70.4,49.0,Average
530,100.0,83.3,92.0,77.7,7.09,100.0,77.0,98.7,Good
531,81.7,50.6,69.8,76.6,2.73,74.0,86.2,83.3,Average
532,62.7,50.1,46.3,74.2,1.61,78.9,53.0,47.8,Average
533,77.9,75.3,45.3,53.6,1.45,51.7,70.8,67.5,Average
534,67.8,46.2,51.4,57.1,2.3,56.7,54.3,50.6,Poor
535,50.0,45.8,33.1,46.6,0.47,30.6,46.4,58.0,Poor
536,54.8,62.4,31.9,8.9,1.45,47.5,21.0,41.3,Poor
537,72.2,67.5,49.1,55.2,1.89,58.5,76.7,77.2,Average
538,90.9,79.2,75.8,59.8,5.44,80.1,77.8,100.0,Good
539,78.1,58.3,83.3,100.0,4.19,90.2,81.0,89.1,Good
540,80.1,70.0,76.0,49.0,4.13,78.8,69.6,93.2,Average
541,61.5,57.7,33.1,52.0,0.43,45.2,26.6,29.9,Poor
542,87.6,89.4,66.7,81.2,4.43,86.4,83.5,100.0,Good
543,69.3,51.7,67.3,64.8,2.09,53.7,73.6,91.5,Average
544,83.8,88.0,73.9,71.9,4.54,60.0,59.3,84.9,Good
545,49.2,34.1,55.2,52.0,1.3,48.6,47.2,73.0,Poor
546,85.0,100.0,76.1,60.5,3.86,78.0,47.6,89.5,Good
547,88.2,97.5,78.1,82.0,2.71,85.7,77.8,98.9,Good
548,98.5,82.1,68.2,82.1,4.48,74.4,80.8,86.5,Good
549,45.1,40.4,47.3,50.6,0.13,56.6,50.4,45.1,Poor
550,79.6,67.3,48.8,56.1,1.63,61.2,65.5,75.4,Average
551,52.6,56.9,50.1,50.2,0.89,48.4,41.4,61.4,Poor
552,86.2,75.8,72.6,57.0,1.32,72.5,71.4,89.1,Average
553,83.1,73.4,81.2,66.2,4.77,62.3,92.3,94.3,Good
554,76.5,49.6,67.0,38.9,2.99,71.7,52.3,71.6,Average
555,77.7,56.2,72.8,55.1,2.58,71.0,59.6,75.9,Average
556,81.9,86.5,49.5,67.5,1.79,60.8,94.4,50.5,Average
557,86.5,86.4,99.7,78.9,4.56,80.2,57.0,89.8,Good
558,73.6,97.8,67.0,58.6,3.31,67.3,65.5,77.9,Average
559,81.4,71.4,61.6,68.4,1.52,71.4,81.4,83.9,Average
560,52.1,81.9,47.3,59.1,1.83,68.5,39.2,76.0,Average
561,77.1,88.6,95.8,90.4,3.9,97.4,81.8,87.0,Average
562,52.6,43.1,38.6,50.5,0.0,59.4,34.3,65.1,Poor
563,44.0,30.3,36.1,61.3,2.06,46.9,23.1,52.3,Poor
564,52.7,41.1,62.7,38.6,0.27,52.0,32.7,41.7,Poor
565,43.5,13.9,35.3,58.5,1.67,41.3,42.7,45.4,Poor
566,77.6,60.9,67.1,61.7,3.54,61.4,37.0,86.4,Average
567,46.9,60.9,19.0,32.7,0.34,27.8,22.4,60.8,Poor
568,81.5,61.5,78.1,75.7,6.32,87.9,67.7,100.0,Good
569,41.1,28.8,30.4,48.9,0.4,50.2,43.5,27.4,Poor
570,61.3,39.6,65.1,24.1,2.38,41.3,54.2,56.1,Average
571,87.0,79.6,85.8,85.3,3.46,74.7,76.7,69.3,Good
572,57.6,45.1,45.1,43.1,1.05,46.5,30.1,40.8,Poor
573,43.1,51.4,34.9,53.6,1.17,24.9,48.5,46.9,Poor
574,69.6,43.0,70.0,48.4,2.37,65.1,77.7,53.0,Average
575,85.8,73.7,69.2,68.0,4.09,84.8,83.3,97.4,Good
576,62.2,55.9,95.4,75.7,0.81,47.5,66.3,77.1,Average
577,43.6,57.8,44.2,47.9,1.27,42.2,58.5,53.8,Poor
578,89.2,80.3,86.8,87.5,3.1,66.4,58.0,94.6,Good
579,69.2,65.0,49.2,68.6,3.27,57.0,53.9,73.5,Poor
580,83.6,69.7,80.5,57.5,4.65,79.4,74.4,75.6,Good
581,82.8,66.5,41.4,49.7,2.1,65.4,59.3,85.8,Average
582,81.9,76.7,68.9,66.0,4.24,62.0,44.6,75.8,Average
583,43.2,50.1,53.1,65.3,2.0,53.1,43.8,60.4,Poor
584,49.2,61.7,65.7,49.3,2.72,59.8,82.8,90.4,Poor
585,79.8,74.8,54.6,62.4,3.05,59.7,73.9,100.0,Average
586,100.0,77.0,90.9,76.6,3.96,90.7,87.8,75.8,Good
587,90.4,68.0,67.1,88.6,4.14,88.5,80.3,90.3,Good
588,83.4,55.7,69.0,64.2,2.59,76.0,69.5,73.8,Average
589,90.9,68.2,89.2,75.0,3.47,92.5,71.5,77.3,Good
590,66.9,32.9,53.8,54.1,1.07,48.1,56.4,67.2,Poor
591,88.3,62.6,53.7,54.8,1.1,53.4,55.2,51.7,Average
592,52.4,74.3,57.1,61.0,2.67,64.1,69.2,64.3,Average
593,43.0,20.2,55.3,37.1,0.0,45.7,53.3,53.3,Poor
594,87.6,66.3,80.4,69.5,5.38,73.8,74.6,73.0,Good
595,79.2,90.7,91.7,68.0,5.55,85.5,89.9,100.0,Good
596,71.2,78.1,79.2,95.4,4.66,78.6,90.0,70.1,Good
597,82.3,76.2,72.1,70.9,3.31,94.1,97.0,84.9,Good
598,62.0,67.7,68.5,74.5,4.04,50.8,49.5,53.7,Average
599,69.3,36.4,59.0,61.3,1.19,56.3,79.9,78.6,Average
600,90.4,91.8,79.9,88.7,3.48,96.5,100.0,86.7,Good
